"",16.000
16285.8333,-2.2300E+01
16286.0000,-2.9887E+01
16286.1667,-3.3121E+01
16286.3333,-1.2500E+01
16286.5000,-7.1177E+00
16286.6667,-1.6008E+01
16286.8333,-2.0310E+01
16287.0000,-2.2022E+01
16287.1667,-2.5518E+01
16287.3333,-1.6284E+01
16287.5000,-8.2069E+00
16287.6667,-6.1811E+00
16287.8333,-2.1940E+01
16288.0000,-3.3081E+01
16288.1667,-3.7906E+01
16288.3333,-1.6239E+01
16288.5000,-1.7107E+01
16288.6667,-7.4345E+00
16288.8333,-1.4712E+01
16289.0000,-1.7575E+01
16289.1667,-2.2894E+01
16289.3333,-1.1694E+01
16289.5000,-3.2217E+00
16289.6667,-1.7729E+01
16289.8333,-2.1367E+01
16290.0000,-2.3607E+01
16290.1667,-2.1597E+01
16290.3333,-8.5290E+00
16290.5000,-5.5612E+00
16290.6667,-8.5279E-01
16290.8333,-1.4837E+01
16291.0000,-1.9997E+01
16291.1667,-1.6422E+01
16291.3333,-8.8885E+00
16291.5000,-7.6130E+00
16291.6667,-5.6179E+00
16291.8333,-1.6143E+01
16292.0000,-1.4907E+01
16292.1667,-1.9801E+01
16292.3333,-1.0132E+01
16292.5000,-1.3784E+00
16292.6667,-7.7039E+00
16292.8333,-1.2132E+01
16293.0000,-1.6992E+01
16293.1667,-1.7720E+01
16293.3333,-1.9974E+01
16293.5000,-2.4586E+01
16293.6667,-2.8453E+01
16293.8333,-3.0557E+01
16294.0000,-3.1612E+01
16294.1667,-3.6291E+01
16294.3333,-1.9175E+01
16294.5000,-1.8342E+01
16294.6667,-1.3836E+01
16294.8333,-1.9397E+01
16295.0000,-2.5639E+01
16295.1667,-2.8508E+01
16295.3333,-2.7150E+01
16295.5000,-2.5359E+01
16295.6667,-2.4555E+01
16295.8333,-3.1830E+01
16296.0000,-3.0755E+01
16296.1667,-3.3506E+01
16296.3333,-2.0747E+01
16296.5000,-1.3286E+01
16296.6667,-1.4385E+01
16296.8333,-2.9898E+01
16297.0000,-3.9793E+01
16297.1667,-3.6345E+01
16297.3333,-3.5061E+01
16297.5000,-2.4824E+01
16297.6667,-3.2184E+01
16297.8333,-3.5696E+01
16298.0000,-3.5494E+01
16298.1667,-3.9411E+01
16298.3333,-3.2113E+01
16298.5000,-2.2164E+01
16298.6667,-1.8068E+01
16298.8333,-3.4909E+01
16299.0000,-4.7272E+01
16299.1667,-5.1947E+01
16299.3333,-2.2311E+01
16299.5000,-1.0958E+01
16299.6667,-9.3453E+00
16299.8333,-2.4866E+01
16300.0000,-3.5953E+01
16300.1667,-3.8794E+01
16300.3333,-1.4765E+01
16300.5000,-1.0052E+01
16300.6667,-7.5377E+00
16300.8333,-2.1819E+01
16301.0000,-2.8264E+01
16301.1667,-3.1808E+01
16301.3333,-2.1997E+01
16301.5000,-1.0876E+01
16301.6667,-1.3959E+01
16301.8333,-1.9587E+01
16302.0000,-2.2974E+01
16302.1667,-2.6783E+01
16302.3333,-1.8920E+01
16302.5000,-1.4789E+01
16302.6667,-1.3340E+01
16302.8333,-2.2474E+01
